text,start,end,confidence,line_number,line_position,audible_duration,pregap
quo,2084.57,2084.82,0.125,608,1,0.25,0.0
because,2085.18,2085.49,0.819,608,2,0.31,0.36
let's,2085.52,2085.9700000000003,0.76,608,3,0.45,0.03
face,2085.9700000000003,2086.2200000000003,1.0,608,4,0.25,0.0
it,2086.2200000000003,2086.3,1.0,608,5,0.08,0.0
he's,2086.3,2086.49,1.0,608,6,0.19,0.0
not,2086.49,2086.68,1.0,608,7,0.19,0.0
going,2086.68,2086.89,1.0,608,8,0.21,0.0
to,2086.89,2086.95,1.0,608,9,0.06,0.0
Johns,2086.95,2087.32,1.0,608,10,0.37,0.0
Hopkins,2087.32,2087.81,1.0,608,11,0.49,0.0
are,2087.81,2087.9700000000003,0.533,608,12,0.16,0.0
joining,2088.05,2088.55,1.0,608,13,0.5,0.08
men,2088.55,2088.79,0.665,608,14,0.24,0.0
say,2088.79,2089.02,0.189,608,15,0.23,0.0
he's,2089.02,2089.32,0.995,608,16,0.3,0.0
taken,2089.32,2089.63,0.687,608,17,0.31,0.0
a,2089.63,2089.69,0.885,608,18,0.06,0.0
****,2089.69,2090.08,0.617,608,19,0.39,0.0
job,2090.08,2090.37,0.965,608,20,0.29,0.0
with,2090.37,2090.51,0.951,608,21,0.14,0.0
a,2090.51,2090.56,0.729,608,22,0.05,0.0
****,2090.56,2090.98,0.114,608,23,0.42,0.0
police,2090.98,2091.42,1.0,608,24,0.44,0.0
department,2091.42,2091.9,0.688,608,25,0.48,0.0
his,2092.54,2092.66,0.398,609,0,0.12,2092.54
first,2092.66,2092.86,1.0,609,1,0.2,0.0
two,2092.86,2092.9700000000003,0.828,609,2,0.11,0.0
years,2092.9700000000003,2093.35,0.992,609,3,0.38,0.0
in,2093.38,2093.52,1.0,609,4,0.14,0.03
homicide,2093.52,2094.2,0.934,609,5,0.68,0.0
he's,2094.23,2094.5299999999997,0.76,609,6,0.3,0.03
and,2094.56,2094.74,0.384,609,7,0.18,0.03
all,2094.74,2094.88,0.847,609,8,0.14,0.0
Manske,2094.88,2095.34,0.709,609,9,0.46,0.0
squad,2095.34,2095.7200000000003,0.909,609,10,0.38,0.0
partnered,2095.7200000000003,2096.15,0.862,609,11,0.43,0.0
with,2096.15,2096.31,1.0,609,12,0.16,0.0
o'neill,2096.34,2096.7200000000003,0.17,609,13,0.38,0.03
and,2096.7200000000003,2096.86,0.169,609,14,0.14,0.0
Martina,2096.86,2097.38,0.214,609,15,0.52,0.0
Christ,2098.6,2099.27,0.155,610,0,0.67,2098.6
I,2100.03,2100.06,0.202,611,0,0.03,2100.03
must,2100.06,2100.28,0.336,611,1,0.22,0.0
admit,2100.28,2100.55,0.101,611,2,0.27,0.0
months,2100.58,2101.13,0.743,611,3,0.55,0.03
even,2101.13,2101.51,1.0,611,4,0.38,0.0
he,2101.76,2101.96,1.0,611,5,0.2,0.25
was,2101.96,2102.26,1.0,611,6,0.3,0.0
the,2102.26,2102.37,1.0,611,7,0.11,0.0
smartest,2102.37,2102.93,1.0,611,8,0.56,0.0
****,2102.93,2103.3,0.513,611,9,0.37,0.0
in,2103.3,2103.38,0.938,611,10,0.08,0.0
the,2103.38,2103.45,1.0,611,11,0.07,0.0
****,2103.45,2103.81,0.897,611,12,0.36,0.0
room,2103.81,2104.14,0.992,611,13,0.33,0.0
what,2104.41,2104.6,0.76,611,14,0.19,0.27
should,2104.6,2104.79,0.312,611,15,0.19,0.0
point,2104.79,2105.15,0.984,611,16,0.36,0.0
you,2105.15,2105.25,0.337,611,17,0.1,0.0
a,2105.25,2105.46,0.22,611,18,0.21,0.0
my,2106.52,2106.71,1.0,612,0,0.19,2106.52
point,2106.71,2107.05,1.0,612,1,0.34,0.0
is,2107.05,2107.37,0.991,612,2,0.32,0.0
he,2109.13,2109.34,0.828,613,0,0.21,2109.13
can't,2109.34,2109.79,0.893,613,1,0.45,0.0
help,2109.79,2110.07,0.98,613,2,0.28,0.0
it,2110.07,2110.28,0.837,613,3,0.21,0.0
it,2111.83,2111.93,0.473,614,0,0.1,2111.83
makes,2111.93,2112.22,0.797,614,1,0.29,0.0
him,2112.22,2112.33,0.233,614,2,0.11,0.0
an,2112.33,2112.43,0.618,614,3,0.1,0.0
****,2112.43,2113.04,0.876,614,4,0.61,0.0
no,2113.7,2114.04,1.0,615,0,0.34,2113.7
but,2114.18,2114.44,0.726,615,1,0.26,0.14
it's,2115.19,2115.4,1.0,616,0,0.21,2115.19
also,2115.4,2115.86,1.0,616,1,0.46,0.0
what,2115.93,2116.14,1.0,616,2,0.21,0.07
makes,2116.14,2116.45,1.0,616,3,0.31,0.0
him,2116.45,2116.69,0.985,616,4,0.24,0.0
good,2116.69,2117.0,0.962,616,5,0.31,0.0
policies,2117.0,2117.81,0.236,616,6,0.81,0.0
last,2120.98,2121.31,1.0,617,0,0.33,2120.98
year,2121.31,2121.58,0.989,617,1,0.27,0.0
he,2122.47,2122.63,1.0,618,0,0.16,2122.47
gives,2122.63,2122.88,1.0,618,1,0.25,0.0
me,2122.88,2123.09,0.986,618,2,0.21,0.0
eight,2123.09,2123.36,0.575,618,3,0.27,0.0
clearances,2123.36,2124.19,0.758,618,4,0.83,0.0
one,2125.72,2125.86,1.0,619,0,0.14,2125.72
of,2125.86,2125.93,1.0,619,1,0.07,0.0
them,2125.93,2126.05,0.847,619,2,0.12,0.0
was,2126.05,2126.24,0.677,619,3,0.19,0.0
decamp,2127.88,2128.6,1.0,620,0,0.72,2127.88
floater,2128.6,2129.18,1.0,620,1,0.58,0.0
who,2129.42,2129.57,0.73,620,2,0.15,0.24
was,2129.57,2129.71,0.523,620,3,0.14,0.0
John,2129.71,2130.06,0.346,620,4,0.35,0.0
Doe,2130.06,2130.23,0.314,620,5,0.17,0.0
for,2130.23,2130.36,0.313,620,6,0.13,0.0
three,2130.36,2130.7,1.0,620,7,0.34,0.0
weeks,2130.7,2131.28,0.994,620,8,0.58,0.0
tell,2142.69,2142.87,1.0,621,0,0.18,2142.69
your,2142.87,2143.0,1.0,621,1,0.13,0.0
boy,2143.0,2143.28,0.52,621,2,0.28,0.0
to,2143.28,2143.37,0.594,621,3,0.09,0.0
wrap,2143.37,2143.66,0.98,621,4,0.29,0.0
up,2143.66,2143.78,0.947,621,5,0.12,0.0
that,2143.78,2143.98,0.777,621,6,0.2,0.0
bullshit,2143.98,2144.39,0.433,621,7,0.41,0.0
detail,2144.42,2144.86,0.95,621,8,0.44,0.03
in,2144.86,2144.94,0.56,621,9,0.08,0.0
two,2144.94,2145.11,0.768,621,10,0.17,0.0
weeks,2145.11,2145.53,0.898,621,11,0.42,0.0
does,2145.82,2146.16,0.425,622,0,0.34,2145.82
that,2146.16,2146.47,0.519,622,1,0.31,0.0
he,2146.52,2146.61,0.709,622,2,0.09,0.05
comes,2146.61,2146.84,0.953,622,3,0.23,0.0
home,2146.84,2147.15,0.99,622,4,0.31,0.0
clean,2148.06,2148.32,0.784,623,0,0.26,2148.06
slate,2148.32,2148.76,0.778,623,1,0.44,0.0
you,2164.2,2164.37,0.935,625,0,0.17,2164.2
know,2164.37,2164.46,1.0,625,1,0.09,0.0
nnj,2164.46,2166.78,0.254,625,2,2.32,0.0
level,2168.04,2168.32,0.999,626,0,0.28,2168.04
arrests,2168.32,2168.76,0.519,626,1,0.44,0.0
so,2170.95,2171.1,1.0,627,0,0.15,2170.95
what,2171.1,2171.28,0.728,627,1,0.18,0.0
did,2171.28,2171.41,0.706,627,2,0.13,0.0
you,2171.41,2171.5,1.0,627,3,0.09,0.0
tell,2171.5,2171.77,1.0,627,4,0.27,0.0
them,2171.77,2171.91,0.335,627,5,0.14,0.0
that's,2174.35,2174.58,1.0,629,0,0.23,2174.35
what,2174.58,2174.7,0.395,629,1,0.12,0.0
I,2174.7,2174.74,0.323,629,2,0.04,0.0
thought,2174.74,2175.05,0.08,629,3,0.31,0.0
and,2177.16,2177.29,0.97,630,0,0.13,2177.16
nbsp,2177.29,2178.4,1.0,630,1,1.11,0.0
I,2178.88,2178.98,0.878,631,0,0.1,2178.88
gotta,2178.98,2179.17,0.448,631,1,0.19,0.0
go,2179.17,2179.47,0.94,631,2,0.3,0.0
discuss,2191.67,2192.11,0.729,634,0,0.44,2191.67
the,2192.11,2192.24,0.773,634,1,0.13,0.0
Hicks,2192.24,2192.62,0.765,634,2,0.38,0.0
removing,2192.62,2193.04,0.421,634,3,0.42,0.0
as,2193.04,2193.22,1.0,634,4,0.18,0.0
a,2193.22,2193.27,1.0,634,5,0.05,0.0
manifestation,2193.27,2194.31,1.0,634,6,1.04,0.0
of,2194.31,2194.46,1.0,634,7,0.15,0.0
the,2194.46,2194.56,1.0,634,8,0.1,0.0
judiciary's,2194.56,2195.46,0.299,634,9,0.9,0.0
attempt,2195.46,2195.89,0.604,634,10,0.43,0.0
to,2195.89,2196.02,0.912,634,11,0.13,0.0
maintain,2196.02,2196.65,0.96,634,12,0.63,0.0
a,2196.65,2196.7,0.537,634,13,0.05,0.0
speedy,2196.7,2197.14,0.254,634,14,0.44,0.0
disposition,2197.14,2197.92,0.968,634,15,0.78,0.0
of,2197.92,2198.07,1.0,634,16,0.15,0.0
criminal,2198.07,2198.47,1.0,634,17,0.4,0.0
cases,2198.47,2199.0,0.986,634,18,0.53,0.0
then,2199.13,2199.31,0.4,634,19,0.18,0.13
a,2199.31,2199.36,0.294,634,20,0.05,0.0
modern,2199.36,2199.76,0.716,634,21,0.4,0.0
courses,2199.76,2200.33,0.629,634,22,0.57,0.0
it,2202.31,2202.63,0.747,635,0,0.32,2202.31
is,2204.65,2204.76,0.144,636,0,0.11,2204.65
with,2204.76,2204.89,0.11,636,1,0.13,0.0
us,2204.89,2205.22,0.131,636,2,0.33,0.0
what,2206.19,2206.45,0.363,637,0,0.26,2206.19
and,2207.86,2207.97,0.021,638,0,0.11,2207.86
nbsp,2207.97,2209.28,0.006,638,1,1.31,0.0
did,2210.07,2210.22,0.835,639,0,0.15,2210.07
you,2210.22,2210.33,0.991,639,1,0.11,0.0
hear,2210.33,2210.53,0.233,639,2,0.2,0.0
that,2210.53,2210.73,0.675,639,3,0.2,0.0
myself,2210.73,2211.15,0.482,639,4,0.42,0.0
but,2213.28,2213.5,0.06,640,0,0.22,2213.28
no,2213.61,2213.95,0.785,640,1,0.34,0.11
sooner,2214.51,2214.92,0.041,640,2,0.41,0.56
did,2214.92,2215.31,0.806,640,3,0.39,0.0
I,2216.96,2217.05,0.408,641,0,0.09,2216.96
was,2217.05,2217.24,0.8,641,1,0.19,0.0
in,2217.24,2217.33,0.253,641,2,0.09,0.0
a,2217.33,2217.37,0.293,641,3,0.04,0.0
coma,2217.37,2217.65,0.235,641,4,0.28,0.0
for,2217.65,2218.04,0.445,641,5,0.39,0.0
nnat,2218.24,2220.57,1.0,641,6,2.33,0.2
come,2220.57,2220.75,0.474,641,7,0.18,0.0
out,2220.75,2221.05,0.665,641,8,0.3,0.0
well,2221.05,2221.17,0.189,641,9,0.12,0.0
I,2221.17,2221.27,0.935,641,10,0.1,0.0
didn't,2221.27,2221.75,0.99,641,11,0.48,0.0
do,2221.75,2221.98,0.806,641,12,0.23,0.0
it,2221.98,2222.1,0.505,641,13,0.12,0.0
I,2222.1,2222.17,1.0,641,14,0.07,0.0
swear,2222.17,2222.81,0.995,641,15,0.64,0.0
okay,2223.07,2223.37,0.606,641,16,0.3,0.26
let,2223.42,2223.52,0.225,641,17,0.1,0.05
me,2223.52,2223.59,0.291,641,18,0.07,0.0
smoke,2223.59,2224.02,0.067,641,19,0.43,0.0
you,2225.96,2226.19,1.0,642,0,0.23,2225.96
will,2226.19,2226.32,0.165,642,1,0.13,0.0
my,2226.32,2226.43,0.338,642,2,0.11,0.0
mark,2226.43,2226.74,0.567,642,3,0.31,0.0
on,2226.74,2226.9,0.38,642,4,0.16,0.0
you,2226.9,2226.99,0.151,642,5,0.09,0.0
to,2226.99,2227.08,0.658,642,6,0.09,0.0
see,2227.08,2227.23,0.523,642,7,0.15,0.0
a,2227.23,2227.28,0.227,642,8,0.05,0.0
war,2227.28,2227.67,0.184,642,9,0.39,0.0
I'm,2229.41,2229.5,1.0,643,0,0.09,2229.41
serious,2229.5,2230.0,1.0,643,1,0.5,0.0
I,2230.0,2230.08,1.0,643,2,0.08,0.0
need,2230.08,2230.25,0.716,643,3,0.17,0.0
to,2230.25,2230.31,1.0,643,4,0.06,0.0
see,2230.31,2230.44,1.0,643,5,0.13,0.0
some,2230.44,2230.6,1.0,643,6,0.16,0.0
probable,2230.6,2231.04,1.0,643,7,0.44,0.0
cause,2231.04,2231.61,0.996,643,8,0.57,0.0
and,2231.95,2232.05,0.042,643,9,0.1,0.34
will,2232.05,2232.16,0.174,643,10,0.11,0.0
be,2232.16,2232.35,0.162,643,11,0.19,0.0
jazz,2232.35,2232.89,0.229,643,12,0.54,0.0
event,2232.89,2233.21,0.382,643,13,0.32,0.0
at,2233.21,2233.36,0.153,643,14,0.15,0.0
the,2233.36,2233.43,0.353,643,15,0.07,0.0
probable,2233.43,2233.87,0.519,643,16,0.44,0.0
cause,2233.87,2234.32,0.866,643,17,0.45,0.0
keep,2234.54,2234.94,0.147,643,18,0.4,0.22
nnj,2235.97,2239.62,0.296,644,0,3.65,2235.97
you,2239.88,2240.01,1.0,644,1,0.13,0.26
know,2240.01,2240.1,0.727,644,2,0.09,0.0
you,2240.1,2240.22,0.613,644,3,0.12,0.0
just,2240.22,2240.43,0.994,644,4,0.21,0.0
violated,2240.43,2240.82,0.377,644,5,0.39,0.0
my,2240.82,2240.92,0.501,644,6,0.1,0.0
civil,2240.92,2241.23,0.674,644,7,0.31,0.0
rights,2241.23,2241.53,0.491,644,8,0.3,0.0
and,2241.53,2241.68,0.059,644,9,0.15,0.0
that's,2241.99,2242.25,0.58,644,10,0.26,0.31
it,2242.25,2242.46,0.719,644,11,0.21,0.0
new,2242.49,2242.79,0.273,644,12,0.3,0.03
rule,2242.79,2243.09,1.0,644,13,0.3,0.0
no,2243.09,2243.32,1.0,644,14,0.23,0.0
marker,2243.32,2243.7,0.415,644,15,0.38,0.0
on,2243.7,2243.84,0.971,644,16,0.14,0.0
the,2243.84,2243.91,0.99,644,17,0.07,0.0
cat,2243.91,2244.09,0.207,644,18,0.18,0.0
to,2244.09,2244.18,0.192,644,19,0.09,0.0
get,2244.18,2244.34,0.597,644,20,0.16,0.0
over,2244.34,2244.52,0.287,644,21,0.18,0.0
that,2244.52,2244.83,0.752,644,22,0.31,0.0
table,2244.83,2245.16,0.228,644,23,0.33,0.0
over,2245.16,2245.35,0.509,644,24,0.19,0.0
there,2245.35,2245.52,0.257,644,25,0.17,0.0
and,2245.52,2245.65,0.288,644,26,0.13,0.0
do,2245.65,2245.72,0.443,644,27,0.07,0.0
your,2245.72,2245.82,0.53,644,28,0.1,0.0
home,2245.82,2246.08,0.815,644,29,0.26,0.0
go,2247.03,2247.3,0.714,645,0,0.27,2247.03
if,2248.5,2248.67,0.195,646,0,0.17,2248.5
you,2248.67,2248.77,0.232,646,1,0.1,0.0
look,2249.11,2249.29,0.033,646,2,0.18,0.34
thank,2250.08,2250.33,0.187,647,0,0.25,2250.08
dnmt,2250.33,2251.71,0.255,647,1,1.38,0.0
and,2262.87,2262.99,0.512,650,0,0.12,2262.87
nbsp,2262.99,2264.15,0.467,650,1,1.16,0.0
who,2265.55,2265.68,0.5,651,0,0.13,2265.55
needs,2265.68,2266.02,0.428,651,1,0.34,0.0
it,2266.02,2266.14,0.122,651,2,0.12,0.0
club,2266.18,2266.39,0.378,651,3,0.21,0.04
soon,2266.39,2266.8,0.842,651,4,0.41,0.0
ndara,2267.25,2268.16,0.025,651,5,0.91,0.45
cellphone,2269.95,2270.51,0.654,652,0,0.56,2269.95
boom,2270.51,2270.75,0.227,652,1,0.24,0.0
a,2270.75,2270.82,0.165,652,2,0.07,0.0
seat,2270.82,2271.04,0.225,652,3,0.22,0.0
of,2271.04,2271.14,0.567,652,4,0.1,0.0
the,2271.14,2271.25,0.983,652,5,0.11,0.0
picture,2271.25,2271.79,0.511,652,6,0.54,0.0
timeless,2272.14,2272.65,0.286,652,7,0.51,0.35
that's,2272.65,2272.97,0.96,652,8,0.32,0.0
where,2272.97,2273.26,0.584,652,9,0.29,0.0
some,2273.83,2274.09,0.577,653,0,0.26,2273.83
company,2274.09,2274.58,0.757,653,1,0.49,0.0
Salem,2283.99,2284.47,0.876,655,0,0.48,2283.99
won't,2284.47,2284.65,0.266,655,1,0.18,0.0
let,2284.65,2284.85,0.317,655,2,0.2,0.0
go,2284.85,2285.15,0.989,655,3,0.3,0.0
are,2286.31,2286.47,0.905,656,0,0.16,2286.31
we,2286.47,2286.61,1.0,656,1,0.14,0.0
anywhere,2286.61,2287.01,0.568,656,2,0.4,0.0
close,2287.16,2287.59,0.894,656,3,0.43,0.15
on,2287.59,2287.75,0.965,656,4,0.16,0.0
but,2287.75,2287.88,0.193,656,5,0.13,0.0
I've,2287.88,2288.07,0.262,656,6,0.19,0.0
still,2288.07,2288.54,0.91,656,7,0.47,0.0
those,2289.74,2290.02,0.341,657,0,0.28,2289.74
so,2290.96,2291.12,0.871,658,0,0.16,2290.96
what,2291.12,2291.28,0.99,658,1,0.16,0.0
are,2291.28,2291.34,0.427,658,2,0.06,0.0
you,2291.34,2291.42,0.821,658,3,0.08,0.0
telling,2291.42,2291.74,0.605,658,4,0.32,0.0
me,2291.74,2291.91,0.718,658,5,0.17,0.0
until,2292.66,2292.92,0.503,659,0,0.26,2292.66
getting,2292.92,2293.2,0.116,659,1,0.28,0.0
things,2293.2,2293.52,0.424,659,2,0.32,0.0
wait,2294.56,2294.85,0.118,660,0,0.29,2294.56
for,2294.85,2294.93,0.655,660,1,0.08,0.0
you,2294.93,2295.03,1.0,660,2,0.1,0.0
to,2295.03,2295.11,0.719,660,3,0.08,0.0
tell,2295.11,2295.26,1.0,660,4,0.15,0.0
me,2295.26,2295.52,0.988,660,5,0.26,0.0
I,2296.71,2296.77,1.0,661,0,0.06,2296.71
can,2296.77,2296.94,1.0,661,1,0.17,0.0
do,2296.94,2297.08,1.0,661,2,0.14,0.0
whatever,2297.08,2297.41,0.987,661,3,0.33,0.0
you,2297.41,2297.56,0.295,661,4,0.15,0.0
need,2297.56,2297.7,0.507,661,5,0.14,0.0
me,2297.7,2297.79,0.36,661,6,0.09,0.0
to,2297.79,2297.89,0.49,661,7,0.1,0.0
do,2297.89,2298.03,0.498,661,8,0.14,0.0
it,2298.03,2298.2,0.187,661,9,0.17,0.0
you,2299.02,2299.11,0.331,662,0,0.09,2299.02
want,2299.11,2299.34,0.34,662,1,0.23,0.0
me,2299.34,2299.42,0.319,662,2,0.08,0.0
to,2299.42,2299.5,0.95,662,3,0.08,0.0
push,2299.5,2299.73,0.996,662,4,0.23,0.0
it,2299.73,2299.8,0.902,662,5,0.07,0.0
further,2299.8,2300.15,1.0,662,6,0.35,0.0
I,2300.15,2300.25,0.84,662,7,0.1,0.0
can,2300.25,2300.41,0.776,662,8,0.16,0.0
do,2300.41,2300.55,0.75,662,9,0.14,0.0
she,2301.5,2301.63,0.283,663,0,0.13,2301.5
wanted,2301.63,2301.88,0.644,663,1,0.25,0.0
to,2301.88,2301.95,0.928,663,2,0.07,0.0
go,2301.95,2302.07,1.0,663,3,0.12,0.0
away,2302.07,2302.4,0.876,663,4,0.33,0.0
what,2306.69,2306.82,0.654,664,0,0.13,2306.69
to,2306.82,2306.88,0.474,664,1,0.06,0.0
bring,2306.88,2307.05,0.956,664,2,0.17,0.0
in,2307.05,2307.12,0.784,664,3,0.07,0.0
someone,2307.12,2307.41,0.98,664,4,0.29,0.0
else,2307.41,2307.8,0.856,664,5,0.39,0.0
if,2308.84,2308.92,0.384,665,0,0.08,2308.84
you,2308.92,2308.98,0.217,665,1,0.06,0.0
do,2308.98,2309.08,0.987,665,2,0.1,0.0
things,2309.08,2309.32,1.0,665,3,0.24,0.0
differently,2309.32,2309.68,0.603,665,4,0.36,0.0
looking,2312.3,2312.68,0.575,667,0,0.38,2312.3
for,2312.68,2312.81,0.879,667,1,0.13,0.0
the,2312.81,2312.91,1.0,667,2,0.1,0.0
backdoor,2312.91,2313.5,0.408,667,3,0.59,0.0
lieutenant,2313.5,2314.14,0.358,667,4,0.64,0.0
already,2315.08,2315.74,0.979,668,0,0.66,2315.08
notices,2317.98,2318.52,0.695,669,0,0.54,2317.98
it's,2318.83,2318.98,0.737,670,0,0.15,2318.83
a,2318.98,2319.03,0.807,670,1,0.05,0.0
wide,2319.03,2319.36,0.131,670,2,0.33,0.0
he's,2321.64,2321.78,0.225,671,0,0.14,2321.64
right,2321.78,2322.2,0.997,671,1,0.42,0.0
need,2325.8,2326.04,0.711,672,0,0.24,2325.8
something,2326.04,2326.45,0.621,672,1,0.41,0.0
I,2339.0,2339.18,0.373,673,0,0.18,2339.0
guess,2339.18,2339.52,0.52,673,1,0.34,0.0
of,2339.52,2339.65,0.192,673,2,0.13,0.0
a,2339.65,2339.72,0.38,673,3,0.07,0.0
home,2339.72,2340.16,0.432,673,4,0.44,0.0
and,2340.16,2340.38,0.431,673,5,0.22,0.0
not,2340.45,2340.75,0.662,673,6,0.3,0.07
not,2340.75,2341.03,0.904,673,7,0.28,0.0
made,2341.03,2341.32,0.274,673,8,0.29,0.0
this,2342.09,2342.25,0.665,673,9,0.16,0.77
work,2342.25,2342.56,0.794,673,10,0.31,0.0
nndb,2343.43,2345.43,0.786,673,11,2.0,0.87
nndb,2346.03,2347.27,0.781,673,12,1.24,0.6
I,2351.21,2351.29,0.678,675,0,0.08,2351.21
never,2351.29,2351.6,0.908,675,1,0.31,0.0
would,2351.72,2351.84,0.311,675,2,0.12,0.12
have,2351.84,2352.1,0.349,675,3,0.26,0.0
made,2352.1,2352.24,0.145,675,4,0.14,0.0
wow,2353.73,2354.08,0.249,676,0,0.35,2353.73
house,2354.78,2355.05,0.432,677,0,0.27,2354.78
mostly,2355.05,2355.37,0.088,677,1,0.32,0.0
we,2355.37,2355.53,0.289,677,2,0.16,0.0
just,2355.53,2355.78,0.388,677,3,0.25,0.0
don't,2355.78,2356.14,0.315,677,4,0.36,0.0
as,2357.48,2357.64,0.811,678,0,0.16,2357.48
a,2357.64,2357.7200000000003,0.499,678,1,0.08,0.0
pager,2357.7200000000003,2358.09,0.204,678,2,0.37,0.0
mom,2358.09,2358.45,0.184,678,3,0.36,0.0
she,2358.62,2358.76,0.198,679,0,0.14,2358.62
beat,2358.76,2358.94,0.085,679,1,0.18,0.0
me,2358.94,2359.19,0.685,679,2,0.25,0.0
as,2359.19,2359.36,0.54,679,3,0.17,0.0
me,2359.36,2359.66,0.989,679,4,0.3,0.0
you,2362.01,2362.1,0.916,681,0,0.09,2362.01
know,2362.1,2362.2200000000003,1.0,681,1,0.12,0.0
what's,2362.2200000000003,2362.5299999999997,0.448,681,2,0.31,0.0
this,2362.5299999999997,2362.82,0.595,681,3,0.29,0.0
you,2362.82,2362.89,0.396,681,4,0.07,0.0
know,2362.89,2363.01,0.317,681,5,0.12,0.0
my,2363.01,2363.2,0.976,681,6,0.19,0.0
dnmt,2363.2,2364.66,0.584,681,7,1.46,0.0
the,2364.66,2364.7799999999997,0.196,681,8,0.12,0.0
been,2365.0299999999997,2365.17,0.286,682,0,0.14,2365.03
carefully,2365.17,2365.9,0.527,682,1,0.73,0.0
a,2365.9,2366.11,0.263,682,2,0.21,0.0
year,2366.11,2366.45,0.984,682,3,0.34,0.0
you,2366.45,2366.56,0.814,682,4,0.11,0.0
need,2366.56,2366.73,0.47,682,5,0.17,0.0
some,2366.73,2366.85,0.232,682,6,0.12,0.0
pain,2366.85,2367.39,0.165,682,7,0.54,0.0
this,2371.89,2373.01,0.432,683,0,1.12,2371.89
so,2409.68,2409.83,1.0,689,0,0.15,2409.68
what,2409.83,2409.95,0.87,689,1,0.12,0.0
do,2409.95,2410.01,1.0,689,2,0.06,0.0
you,2410.01,2410.1,1.0,689,3,0.09,0.0
think,2410.1,2410.49,0.99,689,4,0.39,0.0
title,2411.57,2411.88,0.533,689,5,0.31,1.08
three,2411.88,2412.16,0.773,689,6,0.28,0.0
right,2413.07,2413.32,0.893,690,0,0.25,2413.07
this,2413.32,2413.48,0.259,690,1,0.16,0.0
up,2413.48,2413.65,0.365,690,2,0.17,0.0
a,2413.65,2413.75,0.404,690,3,0.1,0.0
wiretap,2413.75,2414.34,0.39,690,4,0.59,0.0
to,2415.05,2415.11,0.226,691,0,0.06,2415.05
clone,2415.11,2415.34,0.835,691,1,0.23,0.0
a,2415.34,2415.39,0.486,691,2,0.05,0.0
page,2415.39,2415.79,0.69,691,3,0.4,0.0
I,2416.08,2416.14,0.597,691,4,0.06,0.29
got,2416.14,2416.29,0.873,691,5,0.15,0.0
it,2416.29,2416.37,0.344,691,6,0.08,0.0
from,2416.37,2416.51,0.831,691,7,0.14,0.0
from,2416.51,2416.82,0.101,691,8,0.31,0.0
pages,2418.01,2418.44,0.66,692,0,0.43,2418.01
on,2418.44,2418.64,0.234,692,1,0.2,0.0
some,2419.38,2419.54,0.937,693,0,0.16,2419.38
kind,2419.54,2419.7,0.977,693,1,0.16,0.0
of,2419.7,2419.77,0.977,693,2,0.07,0.0
throwback,2419.77,2420.23,0.798,693,3,0.46,0.0
thing,2420.23,2420.38,0.244,693,4,0.15,0.0
anyone,2421.52,2421.96,0.123,694,0,0.44,2421.52
a,2421.96,2422.06,0.618,694,1,0.1,0.0
cell,2422.06,2422.31,0.542,694,2,0.25,0.0
phone,2422.31,2422.54,0.268,694,3,0.23,0.0
right,2422.71,2422.97,0.98,694,4,0.26,0.17
uses,2423.52,2423.87,0.682,694,5,0.35,0.55
pages,2423.87,2424.24,0.525,694,6,0.37,0.0
anymore,2424.24,2424.59,0.695,694,7,0.35,0.0
tell,2425.66,2425.8,0.93,695,0,0.14,2425.66
you,2425.8,2425.9,1.0,695,1,0.1,0.0
what,2425.9,2426.17,0.954,695,2,0.27,0.0
I,2426.77,2426.85,0.665,695,3,0.08,0.6
was,2426.85,2427.0,0.554,695,4,0.15,0.0
checking,2427.0,2427.28,0.185,695,5,0.28,0.0
out,2427.28,2427.39,0.747,695,6,0.11,0.0
a,2427.39,2427.43,0.547,695,7,0.04,0.0
wireless,2427.43,2427.95,0.309,695,8,0.52,0.0
bill,2427.95,2428.16,0.626,695,9,0.21,0.0
last,2428.16,2428.51,0.992,695,10,0.35,0.0
night,2428.51,2428.78,0.978,695,11,0.27,0.0
every,2429.55,2429.83,1.0,696,0,0.28,2429.55
incoming,2429.83,2430.31,1.0,696,1,0.48,0.0
call,2430.31,2430.62,0.52,696,2,0.31,0.0
this,2430.62,2430.8,0.348,696,3,0.18,0.0
list,2430.8,2431.12,0.783,696,4,0.32,0.0
so,2433.45,2433.6,0.792,698,0,0.15,2433.45
if,2433.6,2433.68,0.423,698,1,0.08,0.0
we,2433.68,2433.78,1.0,698,2,0.1,0.0
get,2433.78,2433.94,0.693,698,3,0.16,0.0
Parcells,2433.94,2434.44,0.218,698,4,0.5,0.0
pager,2434.44,2434.85,0.316,698,5,0.41,0.0
will,2434.85,2434.96,0.352,698,6,0.11,0.0
my,2434.96,2435.13,0.415,698,7,0.17,0.0
get,2435.13,2435.29,0.771,698,8,0.16,0.0
up,2435.29,2435.43,0.581,698,9,0.14,0.0
the,2435.43,2435.54,0.836,698,10,0.11,0.0
street,2435.54,2435.87,0.902,698,11,0.33,0.0
made,2436.28,2436.47,0.151,698,12,0.19,0.41
even,2436.47,2436.7,0.313,698,13,0.23,0.0
trace,2436.7,2436.99,0.419,698,14,0.29,0.0
and,2436.99,2437.13,0.838,698,15,0.14,0.0
supply,2437.13,2437.57,0.426,698,16,0.44,0.0
so,2442.68,2443.01,0.412,699,0,0.33,2442.68
